Issue Type,Summary,Description,Custom field (Story Points),Version,Contributors,Developer_Rank,Developer_commits,Developer_created_MRs,Developer_modified_files,Developer_commits_reviews,Developer_updated_MRs,Developer_fixed_defects,Developer_ARs,Tester_detected_defects,Tester_ARs,Creator_ARs,Version_encoded
Task,Implement glue code for the Windows event loop and OpenSSL's basic I/O abstraction,"In order for the Windows event loop to pass data to the OpenSSL library, we will need some glue code in the form of a ""BIO"":_x000D_
https://www.openssl.org/docs/man1.1.1/man7/bio.html_x000D_
_x000D_
This will basically need to wrap the two {{windows::read}} and {{windows::write}} async I/O functions in the appropriate callbacks necessary for OpenSSL.  There are also a few other callbacks necessary.  This page contains the set of functions used to build up a new BIO type:_x000D_
https://www.openssl.org/docs/man1.1.1/man3/BIO_meth_new.html",3.0,0,0.0,0.3499245852187029,0.0,0.0,0.0,0.6000000000000001,0.4,1.0,0.8071428571428572,0.5769230769230769,0.6181818181818182,0.6242424242424242,0.0
Bug,Very large quota values can crash master.,"We are observing the following crash on the 1.9.1 master:_x000D_
_x000D_
{code}_x000D_
I1008 10:12:15.148486  4687 http.cpp:1115] HTTP POST for /master/api/v1?_ts=1570529541073&UPDATE_QUOTA from 10.0.7.253:35410 with User-Agent='Mozilla/5.0 (Windows NT 6.1; Win64; x64) Ap>_x000D_
I1008 10:12:15.148665  4687 http.cpp:263] Processing call UPDATE_QUOTA_x000D_
I1008 10:12:15.148756  4687 quota_handler.cpp:1136] Authorizing principal 'bootstrapuser' to update quota config for role 's1'_x000D_
I1008 10:12:15.149169  4685 registrar.cpp:487] Applied 1 operations in 56277ns; attempting to update the registry_x000D_
I1008 10:12:15.149338  4681 coordinator.cpp:348] Coordinator attempting to write APPEND action at position 13_x000D_
I1008 10:12:15.149467  4689 replica.cpp:541] Replica received write request for position 13 from __req_res__(29)@10.0.7.253:5050_x000D_
I1008 10:12:15.151820  4683 replica.cpp:695] Replica received learned notice for position 13 from log-network(2)@10.0.7.253:5050_x000D_
I1008 10:12:15.153559  4679 registrar.cpp:544] Successfully updated the registry in 4.348928ms_x000D_
I1008 10:12:15.153592  4678 coordinator.cpp:348] Coordinator attempting to write TRUNCATE action at position 14_x000D_
I1008 10:12:15.153715  4679 hierarchical.cpp:1619] Updated quota for role 's1',  guarantees: {} limits: cpus:2; disk:-9.22337203685478e+15; gpus:3; mem:1000000000000_x000D_
I1008 10:12:15.153796  4677 replica.cpp:541] Replica received write request for position 14 from __req_res__(30)@10.0.7.253:5050_x000D_
I1008 10:12:15.155380  4691 replica.cpp:695] Replica received learned notice for position 14 from log-network(2)@10.0.7.253:5050_x000D_
I1008 10:12:15.249722  4677 authenticator.cpp:324] dstip=10.0.7.253 type=audit timestamp=2019-10-08 10:12:15.249673984+00:00 reason=""Valid authentication token"" uid=""bootstrapuser"" obje>_x000D_
I1008 10:12:15.249956  4682 http.cpp:1115] HTTP GET for /master/state-summary?_ts=1570529541169 from 10.0.7.253:35414 with User-Agent='Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebK>_x000D_
I1008 10:12:15.250633  4691 http.cpp:1132] HTTP GET for /master/state-summary?_ts=1570529541169 from 10.0.7.253:35414: '200 OK' after 1.72621ms_x000D_
I1008 10:12:15.570379  4689 hierarchical.cpp:1908] Before allocation, required quota headroom is {} and available quota headroom is cpus:0.9; disk:75853; mem:5507_x000D_
F1008 10:12:15.570580  4689 resource_quantities.cpp:330] Check failed: scalar >= Value::Scalar() (-9.22337203685478e+15 vs. 0)_x000D_
*** Check failure stack trace: ***_x000D_
    @     0x7fc786f0148d  google::LogMessage::Fail()_x000D_
    @     0x7fc786f036e8  google::LogMessage::SendToLog()_x000D_
    @     0x7fc786f01023  google::LogMessage::Flush()_x000D_
    @     0x7fc786f04029  google::LogMessageFatal::~LogMessageFatal()_x000D_
    @     0x7fc785954dfa  mesos::ResourceQuantities::add()_x000D_
    @     0x7fc785954fb6  mesos::ResourceQuantities::fromScalarResource()_x000D_
    @     0x7fc78595e135  mesos::shrinkResources()_x000D_
    @     0x7fc785a874a9  mesos::internal::master::allocator::internal::HierarchicalAllocatorProcess::__allocate()_x000D_
    @     0x7fc785a88089  mesos::internal::master::allocator::internal::HierarchicalAllocatorProcess::_allocate()_x000D_
    @     0x7fc785a93882  _ZNO6lambda12CallableOnceIFvPN7process11ProcessBaseEEE10CallableFnINS_8internal7PartialIZNS1_8dispatchI7NothingN5mesos8internal6master9allocator8internal28Hier>_x000D_
    @     0x7fc786e49e21  process::ProcessBase::consume()_x000D_
    @     0x7fc786e6141b  process::ProcessManager::resume()_x000D_
    @     0x7fc786e670b6  _ZNSt6thread5_ImplISt12_Bind_simpleIFZN7process14ProcessManager12init_threadsEvEUlvE_vEEE6_M_runEv_x000D_
    @     0x7fc782a28b22  (unknown)_x000D_
    @     0x7fc7821be94a  (unknown)_x000D_
    @     0x7fc781eef07f  clone_x000D_
{code}_x000D_
_x000D_
Note that the value of disk quota limit is *logged* as ""negative""._x000D_
_x000D_
Update: we figured out that in reality the quota limit on that master has been set to an insanely large value._x000D_
_x000D_
The situation is exacerbated by the fact that the crash is not guaranteed to occur immediately, i.e. these values might become persisted in the registry.",3.0,1.9.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.9122807017543859,0.75,0.14102564102564102,0.08484848484848485,0.08484848484848485,1.0
Bug,Command executor can miss exit status for short-lived commands due to double-reaping.,"Hi,_x000D_
_x000D_
While testing Mesos to see if we could use it at work, I encountered a random bug which I believe happens when a command exits really quickly, when run via the command executor._x000D_
_x000D_
See the attached test case, but basically all it does is constantly start ""exit 0"" tasks._x000D_
_x000D_
At some point, a task randomly fails with the error ""Failed to get exit status for Command"":_x000D_
_x000D_
 _x000D_
{noformat}_x000D_
'state': 'TASK_FAILED', 'message': 'Failed to get exit status for Command', 'source': 'SOURCE_EXECUTOR',{noformat}_x000D_
  _x000D_
_x000D_
I've had a look at the code, and I found something which could potentially explain it - it's the first time I look at the code so apologies if I'm missing something._x000D_
_x000D_
 We can see the error originates from `reaped`:_x000D_
_x000D_
[https://github.com/apache/mesos/blob/master/src/launcher/executor.cpp#L1017]_x000D_
{noformat}_x000D_
    } else if (status_->isNone()) {_x000D_
      taskState = TASK_FAILED;_x000D_
      message = ""Failed to get exit status for Command"";_x000D_
    } else {{noformat}_x000D_
 _x000D_
_x000D_
Looking at the code, we can see that the `status_` future can be set to `None` in `ReaperProcess::reap`:_x000D_
_x000D_
[https://github.com/apache/mesos/blob/master/3rdparty/libprocess/src/reap.cpp#L69]_x000D_
_x000D_
 _x000D_
_x000D_
 _x000D_
{noformat}_x000D_
Future<Option<int>> ReaperProcess::reap(pid_t pid)_x000D_
{_x000D_
  // Check to see if this pid exists._x000D_
  if (os::exists(pid)) {_x000D_
    Owned<Promise<Option<int>>> promise(new Promise<Option<int>>());_x000D_
    promises.put(pid, promise);_x000D_
    return promise->future();_x000D_
  } else {_x000D_
    return None();_x000D_
  }_x000D_
}{noformat}_x000D_
 _x000D_
_x000D_
 _x000D_
_x000D_
So we could have this if the process has already been reaped (`kill -0` will fail)._x000D_
_x000D_
 _x000D_
_x000D_
Now, looking at the code path which spawns the process:_x000D_
_x000D_
`launchTaskSubprocess`_x000D_
_x000D_
[https://github.com/apache/mesos/blob/master/src/launcher/executor.cpp#L724]_x000D_
_x000D_
 _x000D_
_x000D_
calls `subprocess`:_x000D_
_x000D_
[https://github.com/apache/mesos/blob/master/3rdparty/libprocess/src/subprocess.cpp#L315]_x000D_
_x000D_
 _x000D_
_x000D_
If we look at the bottom of the function we can see the following:_x000D_
_x000D_
[https://github.com/apache/mesos/blob/master/3rdparty/libprocess/src/subprocess.cpp#L462]_x000D_
_x000D_
 _x000D_
_x000D_
 _x000D_
{noformat}_x000D_
  // We need to bind a copy of this Subprocess into the onAny callback_x000D_
  // below to ensure that we don't close the file descriptors before_x000D_
  // the subprocess has terminated (i.e., because the caller doesn't_x000D_
  // keep a copy of this Subprocess around themselves)._x000D_
  process::reap(process.data->pid)_x000D_
    .onAny(lambda::bind(internal::cleanup, lambda::_1, promise, process));  return process;{noformat}_x000D_
 _x000D_
_x000D_
 _x000D_
_x000D_
So at this point we've already called `process::reap`._x000D_
_x000D_
 _x000D_
_x000D_
And after that, the executor also calls `process::reap`:_x000D_
_x000D_
[https://github.com/apache/mesos/blob/master/src/launcher/executor.cpp#L801]_x000D_
_x000D_
 _x000D_
_x000D_
 _x000D_
{noformat}_x000D_
    // Monitor this process._x000D_
    process::reap(pid.get())_x000D_
      .onAny(defer(self(), &Self::reaped, pid.get(), lambda::_1));{noformat}_x000D_
 _x000D_
_x000D_
 _x000D_
_x000D_
But if we look at the implementation of `process::reap`:_x000D_
_x000D_
[https://github.com/apache/mesos/blob/master/3rdparty/libprocess/src/reap.cpp#L152]_x000D_
_x000D_
 _x000D_
_x000D_
 _x000D_
{noformat}_x000D_
Future<Option<int>> reap(pid_t pid)_x000D_
{_x000D_
  // The reaper process is instantiated in `process::initialize`._x000D_
  process::initialize();  return dispatch(_x000D_
      internal::reaper,_x000D_
      &internal::ReaperProcess::reap,_x000D_
      pid);_x000D_
}{noformat}_x000D_
We can see that `ReaperProcess::reap` is going to get called asynchronously._x000D_
_x000D_
 _x000D_
_x000D_
Doesn't this mean that it's possible that the first call to `reap` set up by `subprocess` ([https://github.com/apache/mesos/blob/master/3rdparty/libprocess/src/subprocess.cpp#L462)|https://github.com/apache/mesos/blob/master/3rdparty/libprocess/src/subprocess.cpp#L462]_x000D_
_x000D_
will get executed first, and if the task has already exited by that time, the child will get reaped before the call to `reap` set up by the executor ([https://github.com/apache/mesos/blob/master/src/launcher/executor.cpp#L801]) gets a chance to run?_x000D_
_x000D_
 _x000D_
_x000D_
In that case, when it runs_x000D_
_x000D_
 _x000D_
{noformat}_x000D_
if (os::exists(pid)) {{noformat}_x000D_
would return false, `reap` would set the future to None which would result in this error._x000D_
_x000D_
 ",1.0,0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.9122807017543859,0.75,0.01282051282051282,0.0,0.0,0.0
Task,Consolidate 'Master::authorizeReserveResources' overloads,"We should remove {{Master::authorizeReserveResources(Resources, Option<Principal>}} in favor of {{Master::authorizeReserveResources(Reserve, Option<Principal>)}}.",1.0,0,0.5,0.0,0.3333333333333333,0.5,0.14285714285714285,0.0,0.2,0.5087719298245614,0.4357142857142857,1.0,0.8121212121212121,0.8121212121212121,0.0
Task,Update 'Master::Http::_reserve' to also require 'source' resources,We need to always pass {{source}} into {{Master::Http::_reserve}}.,2.0,0,0.5,0.0,0.3333333333333333,0.5,0.14285714285714285,0.0,0.2,0.5087719298245614,0.4357142857142857,1.0,0.8121212121212121,0.8121212121212121,0.0
Task,Update validation of 'ReserveResources' for 'source',We need to update {{master::validation::master::call}} for {{source}}. In particular we need to require that {{source}} and {{resources}} have a common ancestor.,1.0,0,0.5,0.0,0.3333333333333333,0.5,0.14285714285714285,0.0,0.2,0.5087719298245614,0.4357142857142857,1.0,0.8121212121212121,0.8121212121212121,0.0
Task,"Provide a function to compute a common ""reservation ancestor"" between two 'Resources'","We need to provide a function to compute a common ""reservation ancestor"" between two resources, {{Try<Resources> getReservationAncestor(const Resources&, const Resources&)}}._x000D_
_x000D_
The common ancestor can be found by repeatedly popping dynamic reservations from the full {{Resources}}._x000D_
_x000D_
We should test the following cases:_x000D_
 * either LHS or RHS empty_x000D_
 * both empty -> empty ancestor_x000D_
 * {{STATIC}} reservations on path_x000D_
 * partially reserved LHS/RHS (partially reserved: not all {{Resource}} have the same reservation).",2.0,0,0.5,0.0,0.3333333333333333,0.5,0.14285714285714285,0.0,0.2,0.5087719298245614,0.4357142857142857,1.0,0.8121212121212121,0.8121212121212121,0.0
Task,Intermediate rejection of Reserve operations with source set,We need to update {{Master::authorizeReserveResources}} to reject any {{Reserve}} operation whenever {{source}} is set until we have a proper implementation in place.,1.0,0,0.5,0.0,0.3333333333333333,0.5,0.14285714285714285,0.0,0.2,0.5087719298245614,0.4357142857142857,1.0,0.8121212121212121,0.8121212121212121,0.0
Bug,Sorter may leak clients allocations.,"In MESOS-9015, we allowed resource quantities to change when updating an existing allocation. When the allocation is updated to empty, however, we forget to remove the client in the map in the `sorter::update()` if the `newAllocation` is `empty()`._x000D_
_x000D_
https://github.com/apache/mesos/blob/master/src/master/allocator/mesos/sorter/drf/sorter.hpp#L382-L384_x000D_
_x000D_
The above case could happen, for example, when a CSI volume with a stale profile is destroyed, it would be better to convert it into an empty resource since the disk space is no longer available. ",2.0,0,0.0,0.0,0.6666666666666666,1.0,0.5714285714285714,0.0,0.0,0.5438596491228069,0.5357142857142857,0.3974358974358974,0.4,0.4,0.0
Bug,"'dist' and 'distcheck' cmake targets are implemented as shell scripts, so fail on Windows/MSVC.","Mesos failed to build due to error MSB6006: ""cmd.exe"" exited with code 1 on Windows using MSVC. It can be first reproduced on {color:#24292e}e0f7e2d{color} reversion on master branch. Could you please take a look at this isssue? Thanks a lot!_x000D_
_x000D_
Reproduce steps:_x000D_
_x000D_
1. git clone -c core.autocrlf=true [https://github.com/apache/mesos] D:\mesos\src_x000D_
 2. Open a VS 2017 x64 command prompt as admin and browse to D:\mesos_x000D_
 3. cd src_x000D_
 4. .\bootstrap.bat_x000D_
 5. cd .._x000D_
 6. mkdir build_x64 && pushd build_x64_x000D_
 7. cmake ..\src -G ""Visual Studio 15 2017 Win64"" -DCMAKE_SYSTEM_VERSION=10.0.17134.0 -DENABLE_LIBEVENT=1 -DHAS_AUTHENTICATION=0 -DPATCHEXE_PATH=""C:\gnuwin32\bin"" -T host=x64_x000D_
 8. msbuild Mesos.sln /p:Configuration=Debug /p:Platform=x64 /maxcpucount:4 /t:Rebuild_x000D_
_x000D_
 _x000D_
_x000D_
ErrorMessage:_x000D_
_x000D_
67>PrepareForBuild:_x000D_
         Creating directory ""x64\Debug\dist\dist.tlog\""._x000D_
       InitializeBuildStatus:_x000D_
         Creating ""x64\Debug\dist\dist.tlog\unsuccessfulbuild"" because ""AlwaysCreate"" was specified._x000D_
_x000D_
67>C:\Program Files (x86)\Microsoft Visual Studio\2017\Enterprise\Common7\IDE\VC\VCTargets\Microsoft.CppCommon.targets(209,5): error MSB6006: ""cmd.exe"" exited with code 1. [D:\Mesos\build_x64\dist.vcxproj]_x000D_
67>Done Building Project ""D:\Mesos\build_x64\dist.vcxproj"" (Rebuild target(s)) -- FAILED._x000D_
_x000D_
 ",1.0,master,0.5,0.3499245852187029,0.0,0.0,0.0,0.6000000000000001,0.4,1.0,0.8071428571428572,0.038461538461538464,0.01212121212121212,0.01212121212121212,0.0
Bug,agent should not send `TASK_GONE_BY_OPERATOR` if the framework is not partition aware.,"The Mesos agent should not send `TASK_GONE_BY_OPERATOR` if the framework is not partition-aware. We should distinguish the framework capability and send different updates to legacy frameworks._x000D_
_x000D_
The issue is exposed from here:_x000D_
https://github.com/apache/mesos/blob/f0be23765531b05661ed7f1b124faf96744aa80b/src/slave/slave.cpp#L5803_x000D_
_x000D_
An example to follow:_x000D_
https://github.com/apache/mesos/blob/f0be23765531b05661ed7f1b124faf96744aa80b/src/master/master.cpp#L9921",1.0,0,0.5,0.11161387631975868,0.0,0.0,0.0,1.0,0.8,0.894736842105263,1.0,0.6794871794871795,0.5939393939393939,0.5939393939393939,0.0
Bug,Agent could fail to report completed tasks.,"When agent reregisters with a master, we don't report completed executors for active frameworks. We only report completed executors if the framework is also completed on the agent:_x000D_
_x000D_
https://github.com/apache/mesos/blob/1.7.x/src/slave/slave.cpp#L1785-L1832",2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3974358974358974,0.4,0.4,0.0
Bug,Java bindings sporadically fail to build,"We sporadically (maybe once a month?) observe build failures in the java bindings in our internal CI. They look like this:_x000D_
_x000D_
{noformat}_x000D_
14:32:18 [ERROR] /home/ubuntu/workspace/mesos/Mesos_CI-build/FLAG/SSL/label/mesos-ec2-ubuntu-16.04/mesos/build/src/java/generated/org/apache/mesos/Protos.java:[14594,45] error: cannot access StringBuilder_x000D_
14:32:18 [ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:2.5.1:compile (default-compile) on project mesos: Compilation failure_x000D_
14:32:18 [ERROR] /home/ubuntu/workspace/mesos/Mesos_CI-build/FLAG/SSL/label/mesos-ec2-ubuntu-16.04/mesos/build/src/java/generated/org/apache/mesos/Protos.java:[14594,45] error: cannot access StringBuilder_x000D_
{noformat}",3.0,0,0.0,0.0,0.3333333333333333,0.5,0.14285714285714285,0.0,0.2,0.5087719298245614,0.4357142857142857,0.16666666666666666,0.1818181818181818,0.17575757575757575,0.0
Documentation,Standalone container documentation,We should add documentation for standalone containers.,3.0,0,0.5,0.3499245852187029,0.0,0.0,0.0,0.6000000000000001,0.4,1.0,0.8071428571428572,0.6025641025641025,0.8242424242424242,0.8181818181818181,0.0
Bug,53598228fe should be backported to 1.7.x,"Commit 53598228fe on the master branch should be backported to 1.7.x. _x000D_
_x000D_
 ",1.0,0,0.5,0.11161387631975868,0.0,0.0,0.0,1.0,0.8,0.894736842105263,1.0,0.01282051282051282,0.006060606060606061,0.006060606060606061,0.0
Bug,The agent crashes after the disk du isolator supporting rootfs checks.,"This issue was broken by this patch:_x000D_
https://github.com/apache/mesos/commit/8ba0682521c6051b42f33b3dd96a37f4d46a290d#diff-33089e53bdf9f646cdb9317c212eda02_x000D_
_x000D_
A task can be launched without disk resource. However, after this patch, if the disk resource does not exist, the agent crashes - because the info->paths only add an entry 'path' when there is a quota and the quota comes from the disk resource._x000D_
_x000D_
{noformat}_x000D_
Aug 09 14:54:00 ip-172-12-2-196.us-west-2.compute.internal mesos-agent[15492]: F0809 14:54:00.017730 15498 process.cpp:3057] Aborting libprocess: 'posix-disk-isolator(1)@172.12.2.196:5051' threw exception: _Map_base::at_x000D_
Aug 09 14:54:00 ip-172-12-2-196.us-west-2.compute.internal mesos-agent[15492]: *** Check failure stack trace: ***_x000D_
Aug 09 14:54:00 ip-172-12-2-196.us-west-2.compute.internal mesos-agent[15492]: @     0x7f65f7d585cd  google::LogMessage::Fail()_x000D_
Aug 09 14:54:00 ip-172-12-2-196.us-west-2.compute.internal mesos-agent[15492]: @     0x7f65f7d5a828  google::LogMessage::SendToLog()_x000D_
Aug 09 14:54:00 ip-172-12-2-196.us-west-2.compute.internal mesos-agent[15492]: @     0x7f65f7d58163  google::LogMessage::Flush()_x000D_
Aug 09 14:54:00 ip-172-12-2-196.us-west-2.compute.internal mesos-agent[15492]: @     0x7f65f7d5b169  google::LogMessageFatal::~LogMessageFatal()_x000D_
Aug 09 14:54:00 ip-172-12-2-196.us-west-2.compute.internal mesos-agent[15492]: @     0x7f65f7cb8dbd  process::ProcessManager::resume()_x000D_
Aug 09 14:54:00 ip-172-12-2-196.us-west-2.compute.internal mesos-agent[15492]: @     0x7f65f7cbe926  _ZNSt6thread5_ImplISt12_Bind_simpleIFZN7process14ProcessManager12init_threadsEvEUlvE_vEEE6_M_runEv_x000D_
Aug 09 14:54:00 ip-172-12-2-196.us-west-2.compute.internal mesos-agent[15492]: @     0x7f65f3976070  (unknown)_x000D_
Aug 09 14:54:00 ip-172-12-2-196.us-west-2.compute.internal mesos-agent[15492]: @     0x7f65f3194e25  start_thread_x000D_
Aug 09 14:54:00 ip-172-12-2-196.us-west-2.compute.internal mesos-agent[15492]: @     0x7f65f2ebebad  __clone_x000D_
{noformat}",2.0,0,0.5,0.5444947209653093,0.0,0.0,0.0,0.5,1.0,0.05263157894736842,0.03571428571428571,0.6794871794871795,0.5939393939393939,0.5939393939393939,0.0
Bug,Master does not handle returning unreachable agents as draining/deactivated,"The master has two code paths for handling agent reregistration messages, one culminating in {{Master::___reregisterSlave}} and the other in {{Master::}}{{__reregisterSlave}}. The two paths are not continuations of each other.  Looks like we missed the double-underscore case in the initial implementation.  This is the path that unreachable agents take, when/if they come back to the cluster.  The result is that when unreachable agents are marked for draining, they do not get sent the appropriate message unless they are forced to reregister again (i.e. restarted manually).",3.0,0,0.0,0.3499245852187029,0.0,0.0,0.0,0.6000000000000001,0.4,1.0,0.8071428571428572,0.5769230769230769,0.6181818181818182,0.6242424242424242,0.0
Improvement,Removal of a role from the suppression list should be equivalent to REVIVE.,"[~timcharper] and [~zen-dog] pointed out that removal of a role from the suppression list (e.g. via UPDATE_FRAMEWORK) does not clear filters. This means that schedulers have to issue a separate explicit REVIVE for the roles they want to remove._x000D_
_x000D_
It seems like these are not the semantics we want, and we should instead be clearing filters upon removing a role from the suppression list.",3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9122807017543859,0.75,0.6282051282051282,0.7515151515151515,0.7515151515151515,0.0
