Summary,Custom field (Story Points),Assignee_count,Reporter_count,Creator_count
DroppedOperationStatusUpdate test is flaky,5.0,0.4779868222592681,0.22782705099778272,0.38636363636363635
Release RPMs are not uploaded to bintray,3.0,0.26728696741854635,0.9346590909090908,0.6846590909090908
Test MasterQuotaTest.AvailableResourcesSingleDisconnectedAgent is flaky,1.0,0.3282017543859649,0.9346590909090908,0.6846590909090908
Quota may be under allocated for disk resources.,2.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Quota headroom calculation is off when subroles are involved.,3.0,0.3282017543859649,0.3883037694013304,0.4431818181818182
Quota is not enforced properly when subroles have reservations.,3.0,0.3282017543859649,0.3883037694013304,0.4431818181818182
RPM packages should be built with launcher sealing,3.0,0.26728696741854635,0.9346590909090908,0.6846590909090908
Deprecate v0 quota calls.,1.0,0.3282017543859649,0.3883037694013304,0.4431818181818182
Add authorization support for the new `GET_QUOTA` call.,2.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Add authorization support for `UPDATE_QUOTA` call.,3.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
OperationReconciliationTest.AgentPendingOperationAfterMasterFailover is flaky again (3x) due to orphan operations,3.0,0.4779868222592681,0.16449556541019955,0.7926136363636364
Mesos Master Crashes with Launch Group when using Port Resources,3.0,0.4779868222592681,0.006097560975609756,0.25
Display quota consumption in the webui.,3.0,0.3282017543859649,0.6599916851441241,0.35511363636363635
Example framework for feedback on agent default resources,5.0,0.26728696741854635,0.6985171840354767,0.6590909090909091
Resource provider manager assumes all operations are triggered by frameworks,5.0,0.10122807017543858,0.9346590909090908,0.6846590909090908
Fetcher vulnerability - escaping from sandbox,3.0,0.39040723981900455,0.006097560975609756,0.25
Master check failure when marking agent unreachable.,3.0,0.3282017543859649,0.6985171840354767,0.6590909090909091
Refactor and Improve `class ResourceQuantity`.,5.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
mesos/mesos-centos nightly docker image has to include the SHA of the build.,2.0,0.20824839247439866,0.2933065410199557,0.11647727272727273
Clean up `QuotaRequest` and `QuotaInfo`.,2.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Add quota limits metrics.,3.0,0.3282017543859649,0.3883037694013304,0.4431818181818182
Provide backward compatibility for old quota configurations.,2.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Persist `QuotaConfig`s in the registry.,5.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Deprecate `SET_QUOTA` and `REMOVE_QUOTA` calls in favor of `UPDATE_QUOTA`.,1.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Update `GET_QUOTA` to return both guarantees and limits. ,3.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Update GET `/quota` to return both guarantees and limits.,1.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Add a new `UPDATE_QUOTA` operator call.,5.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Test `StorageLocalResourceProviderTest.RetryRpcWithExponentialBackoff` is flaky.,3.0,0.10122807017543858,0.7144539911308204,0.6136363636363636
Mesos package naming appears to be undeterministic.,1.0,0.20824839247439866,0.2933065410199557,0.11647727272727273
Document per framework minimal allocatable resources in framework development guides,1.0,0.3282017543859649,0.9346590909090908,0.6846590909090908
Release Mesos 1.6.2,3.0,0.4779868222592681,0.6985171840354767,0.40909090909090906
Operations are leaked in Framework struct when agents are removed,2.0,0.39040723981900455,0.6985171840354767,0.6590909090909091
Allocator CHECK failure: reservationScalarQuantities.contains(role).,3.0,0.3282017543859649,0.006097560975609756,0.25
Allocator might skip allocations because a single framework is incapable of receiving certain resources.,5.0,0.3282017543859649,0.9346590909090908,0.6846590909090908
Marking an unreachable agent as gone should transition the tasks to terminal state,3.0,0.4779868222592681,0.9065271618625277,0.7357954545454546
Hierarchical allocator check failure when an operation on a shutdown framework finishes,5.0,0.39040723981900455,0.9346590909090908,0.6846590909090908
Agent `ReconcileOperations` handler should handle operation affecting default resources,3.0,0.4779868222592681,0.2879711751662971,0.3977272727272727
Master should clean up operations from downgraded agents,3.0,0.4779868222592681,0.6985171840354767,0.40909090909090906
Agent capability for operation feedback on default resources,3.0,0.4779868222592681,0.6985171840354767,0.40909090909090906
Reviewboard bot fails on verify-reviews.py.,2.0,0.28840866306036583,0.2933065410199557,0.3664772727272727
"Disallowed nan, inf and so on in `Value::Scalar`.",1.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Benchmark command health checks in default executor,5.0,0.39040723981900455,0.9065271618625277,0.7357954545454546
Master will leak operations when agents are removed,3.0,0.0,0.16449556541019955,0.08238636363636365
Use ResourceQuantities in the allocator and sorter to improve performance.,3.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Parallel reads for expensive master v1 read-only calls.,5.0,0.3282017543859649,0.6985171840354767,0.6590909090909091
Test `MasterTest.CreateVolumesV1AuthorizationFailure` is flaky.,1.0,0.3282017543859649,0.7144539911308204,0.6136363636363636
Documentation for operation feedback,5.0,0.4779868222592681,0.6985171840354767,0.40909090909090906
Unblock operation feedback on agent default resources.,3.0,0.26728696741854635,0.2879711751662971,0.3977272727272727
Master should track operations on agent default resources.,3.0,0.4779868222592681,0.2879711751662971,0.3977272727272727
Revisit quota documentation.,5.0,0.3282017543859649,0.6599916851441241,0.35511363636363635
Validation of JWT tokens using HS256 hashing algorithm is not thread safe.,5.0,0.0692498213860443,0.10275776053215079,0.053977272727272735
Allow for optionally unbundled leveldb from CMake builds.,2.0,0.20824839247439866,0.2933065410199557,0.11647727272727273
Update 'mesos task list' to only list running tasks,2.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Use the built CLI binary when running new CLI integration tests in CI,3.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Unable to build new Mesos CLI with PyInstaller and Python 3.7.,1.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Test `SlaveRecoveryTest.AgentReconfigurationWithRunningTask` is flaky.,2.0,0.26728696741854635,0.3883037694013304,0.4431818181818182
FetcherTest.DuplicateFileURI fails on macos,1.0,0.39040723981900455,0.9346590909090908,0.6846590909090908
Data in persistent volume deleted accidentally when using Docker container and Persistent volume,5.0,0.39040723981900455,0.006097560975609756,0.25
CLI build step is broken with CMake due to missing file.,1.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Add test for `mesos task attach` on task launched without a TTY,3.0,0.0,0.13442350332594236,0.07954545454545454
Add test(s) for `mesos task attach` on task launched with a TTY ,3.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Add interactive test(s) for `mesos task exec`,3.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Add non-interactive test(s) for `mesos task exec`,3.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Document usage and build of new Mesos CLI,3.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Optimize `Resources::filter` operation.,1.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Resource fragmentation: frameworks may be starved of port resources in the presence of large number roles with quota.,3.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Consider providing better operation status updates while an RP is recovering,5.0,0.4779868222592681,0.2879711751662971,0.3977272727272727
Some master endpoints do not handle failed authorization properly.,5.0,0.20824839247439866,0.7542267184035477,0.6022727272727273
Consider introducing a ScalarResourceQuantity protobuf message.,5.0,0.41327067669172934,0.6599916851441241,0.6051136363636364
Create cgoup recursively to workaround systemd deleting cgroups_root.,3.0,0.0008333333333333334,0.008938470066518846,0.002840909090909091
Mesos fails to build on Fedora 28,2.0,0.26728696741854635,0.16449556541019955,0.08238636363636365
Rejected quotas request error messages should specify which resources were overcommitted.,1.0,0.3282017543859649,0.16449556541019955,0.33238636363636365
Docker containerizer actor can get backlogged with large number of containers.,3.0,0.4779868222592681,0.8841463414634145,0.75
Add an operation status update manager to the agent,3.0,0.4779868222592681,0.2879711751662971,0.3977272727272727
v1 JAVA scheduler library can drop TEARDOWN upon destruction.,3.0,0.15280701754385967,0.7542267184035477,0.35227272727272724
Get rid of dependency on `net-tools` in network/cni isolator.,3.0,0.0027978883861236804,0.0,0.0
Prevent subscribers to the master's event stream from leaking connections,5.0,0.39040723981900455,0.2879711751662971,0.3977272727272727
Github's mesos/modules does not build.,2.0,0.20824839247439866,0.2933065410199557,0.11647727272727273
De-duplicate read-only requests to master based on principal.,5.0,0.26728696741854635,0.7542267184035477,0.6022727272727273
Linking libevent should be avoided.,1.0,0.20824839247439866,0.2933065410199557,0.11647727272727273
LongLivedDefaultExecutorRestart is flaky.,2.0,0.39040723981900455,0.2933065410199557,0.3664772727272727
Avoid double copying of master->framework messages when incrementing metrics.,1.0,0.3282017543859649,0.6985171840354767,0.6590909090909091
Mesos v1 scheduler library does not properly handle SUBSCRIBE retries,3.0,0.20824839247439866,0.9065271618625277,0.7357954545454546
Add docs for UPDATE_OPERATION_STATUS event,1.0,0.0,0.6985171840354767,0.40909090909090906
Extend request batching to '/roles' endpoint,3.0,0.26728696741854635,0.16449556541019955,0.08238636363636365
Add allocator benchmark to allow multiple framework/agent profiles.,5.0,0.16142057632769707,0.28471452328159647,0.14772727272727273
Failed to build Mesos with Python 3.7 and new CLI enabled,2.0,0.28840866306036583,0.008938470066518846,0.2528409090909091
./support/python3/mesos-gtest-runner.py --help crashes,1.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Mesos master segfaults when responding to /state requests.,3.0,0.26728696741854635,0.7542267184035477,0.6022727272727273
Zookeeper doesn't compile with newer gcc due to format error,2.0,0.16142057632769707,0.28471452328159647,0.14772727272727273
Failed to compile gRPC when the build path contains symlinks.,1.0,0.16142057632769707,0.28471452328159647,0.6136363636363636
Parallel serving of state-related read-only requests in the Master.,5.0,0.26728696741854635,0.7542267184035477,0.6022727272727273
MasterTest.TaskStateMetrics is flaky,1.0,0.4779868222592681,0.6985171840354767,0.40909090909090906
Agent and scheduler driver authentication retry backoff time could overflow.,3.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Agent has a fragile burn-in 5s authentication timeout.,2.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Master authentication handling leads to request amplification.,3.0,0.3282017543859649,0.3883037694013304,0.4431818181818182
MasterQuotaTest.RemoveSingleQuota is flaky.,2.0,0.41327067669172934,0.7542267184035477,0.6022727272727273
Port mapper CNI plugin should use '-n' option with 'iptables --list',1.0,0.4779868222592681,0.6985171840354767,0.40909090909090906
"Port mapper CNI plugin might fail with ""Resource temporarily unavailable""",1.0,0.4779868222592681,0.8841463414634145,0.75
Agent reconfiguration can cause master to unsuppress on scheduler's behalf.,3.0,0.4779868222592681,0.6985171840354767,0.40909090909090906
Parallel serving of '/state' requests in the Master.,5.0,0.15280701754385967,0.7542267184035477,0.35227272727272724
Optimize range addition operation.,3.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
mesos-style reports violations on a clean checkout,2.0,0.28840866306036583,0.9346590909090908,0.6846590909090908
Add move support to the Resources / Resource_ wrappers.,3.0,0.41327067669172934,0.6599916851441241,0.6051136363636364
Refactor capability related logic in the allocator.,3.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Add allocator quota tests regarding reserve/unreserve already allocated resources.,3.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
On macOS libprocess_tests fail to link when compiling with gRPC,2.0,0.10122807017543858,0.27619179600886923,0.14204545454545456
`createStrippedScalarQuantity()` should clear all metadata fields.,3.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Optimize range subtraction operation.,3.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Virtualenv management in support directory is buggy.,2.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Pylint is too noisy when using mesos-style.py,1.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Tox doesn't run in the support virtualenv when using Python 3 mesos-style.py,1.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
mesos-style.py messaging is poor,1.0,0.28840866306036583,0.2933065410199557,0.3664772727272727
Agent GC could unmount a dangling persistent volume multiple times.,2.0,0.0737719298245614,0.7144539911308204,0.6136363636363636
Archiver utility extracts links within subdirectories incorrectly,2.0,0.39040723981900455,0.5641629711751663,0.29261363636363635
DefaultExecutorTest.SigkillExecutor is flaky,1.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
MasterAPITest.SubscribersReceiveHealthUpdates is flaky,1.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Support for creation non-existing host paths in a whitelist as source paths,5.0,0.1253873087696617,0.002840909090909091,0.002840909090909091
Fetcher fails to extract some archives containing hardlinks,1.0,0.39040723981900455,0.9346590909090908,0.6846590909090908
Operator API event stream can miss task status updates.,3.0,0.26728696741854635,0.16449556541019955,0.08238636363636365
Add default bodies for libprocess HTTP error responses.,3.0,0.26728696741854635,0.16449556541019955,0.08238636363636365
Allow for unbundled libevent in CMake builds to work around 2.1.x SSL issues.,2.0,0.20824839247439866,0.2933065410199557,0.11647727272727273
Add a better benchmark for range type resources.,2.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Posting to the operator api with 'accept recordio' header can crash the agent,2.0,0.26728696741854635,0.006097560975609756,0.25
Problem and solution overview for the slow API issue.,5.0,0.26728696741854635,0.7542267184035477,0.6022727272727273
Wire `UPDATE_QUOTA` call.,5.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Executor crash trying to print container ID.,3.0,0.26728696741854635,0.16449556541019955,0.08238636363636365
Output of tasks gets corrupted if task defines the same environment variables as the executor container,1.0,0.0692498213860443,0.10275776053215079,0.053977272727272735
Install Python 3 on Mesos CI instances,3.0,0.0012104072398190046,0.13442350332594236,0.32954545454545453
python3/post-reviews.py errors due to TypeError.,1.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Master streaming API does not send (health) check updates for tasks.,2.0,0.15280701754385967,0.7542267184035477,0.35227272727272724
Per Framework Offer metrics with a specific resource type,2.0,0.4779868222592681,0.9065271618625277,0.7357954545454546
Implement a Random Sorter for offer allocations.,5.0,0.3282017543859649,0.9065271618625277,0.7357954545454546
"Quota limit ""chopping"" can lead to cpu-only and memory-only offers.",3.0,0.41327067669172934,0.6599916851441241,0.6051136363636364
Quota guarantee metric does not handle removal correctly.,2.0,0.4779868222592681,0.6599916851441241,0.6051136363636364
Autotools don't work with newer OpenJDK versions,3.0,0.16142057632769707,0.28471452328159647,0.14772727272727273
Allocation logic cleanup.,5.0,0.41327067669172934,0.6599916851441241,0.6051136363636364
Add framework metrics benchmark test.,3.0,0.4779868222592681,0.6644955654101996,0.5852272727272727
Docker image fetcher fails with HTTP/2.,3.0,0.20824839247439866,0.08044623059866962,0.2755681818181818
Update the Python CLI to use Python 3,5.0,0.28840866306036583,0.13442350332594236,0.07954545454545454
Add minimum capabilities in the master.,3.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Agent may fail to recover if the agent dies before image store cache checkpointed.,3.0,0.0030263157894736843,0.6644955654101996,0.5852272727272727
Master does not correctly reconcile dropped operations after agent failover,2.0,0.0,0.9346590909090908,0.4346590909090909
CMake builds are missing byproduct declaration for jemalloc.,1.0,0.10122807017543858,0.27619179600886923,0.14204545454545456
Introduce a push-based gauge.,3.0,0.3282017543859649,0.6599916851441241,0.35511363636363635
Per Framework Offer metrics,2.0,0.4779868222592681,0.9065271618625277,0.7357954545454546
Per Framework task state metrics,3.0,0.4779868222592681,0.9065271618625277,0.7357954545454546
Per Framework Operation metrics,2.0,0.4779868222592681,0.9065271618625277,0.7357954545454546
Per Framework EVENT metrics,2.0,0.4779868222592681,0.9065271618625277,0.7357954545454546
Per Framework CALL metrics,2.0,0.4779868222592681,0.9065271618625277,0.7357954545454546
Flaky `MasterAllocatorTest/0.SingleFramework`,2.0,0.0,0.22782705099778272,0.13636363636363638
VolumeSandboxPathIsolatorTest.SharedParentTypeVolume fails on macOS,2.0,0.10122807017543858,0.27619179600886923,0.14204545454545456
Add jemalloc as optional third-party memory allocator,3.0,0.26728696741854635,0.16449556541019955,0.08238636363636365
/roles and webui roles table should display distinct offered and allocated resources.,3.0,0.3282017543859649,0.2933065410199557,0.3664772727272727
Transition pending operations to OPERATION_UNREACHABLE when an agent is removed.,3.0,0.26728696741854635,0.2879711751662971,0.3977272727272727
Transition operations to OPERATION_GONE_BY_OPERATOR when marking an agent gone.,3.0,0.26728696741854635,0.2879711751662971,0.3977272727272727
Make resource provider aware of workloads.,3.0,0.0,0.7144539911308204,0.36363636363636365
Create ACL for grow and shrink volume,3.0,0.0737719298245614,0.052383592017738366,0.034090909090909095
Support resizing persistent volume through operator API,5.0,0.0737719298245614,0.052383592017738366,0.034090909090909095
`Add` to sequence will not run if it races with sequence destruction,1.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Don't print full usage for invocation errors,2.0,0.26728696741854635,0.16449556541019955,0.08238636363636365
Mesos configured with `--enable-grpc` doesn't compile on non-Linux builds,2.0,0.10122807017543858,0.27619179600886923,0.14204545454545456
SlaveTest.ChangeDomain is disabled.,1.0,0.26728696741854635,0.7542267184035477,0.6022727272727273
Test `MasterAllocatorTest/*.TaskFinished` is flaky.,2.0,0.20824839247439866,0.7144539911308204,0.6136363636363636
Quota headroom tracking may be incorrect in the presence of hierarchical reservation.,2.0,0.41327067669172934,0.3883037694013304,0.19318181818181818
Mesos master stack overflow in libprocess socket send loop.,1.0,0.3282017543859649,0.02397450110864745,0.2556818181818182
Avoid failure for invalid profile in `UriDiskProfileAdaptor`,1.0,0.0,0.7144539911308204,0.36363636363636365
Add infra to test a hung Docker daemon,3.0,0.4779868222592681,0.6985171840354767,0.40909090909090906
Improve discard handling of 'Docker::inspect()',3.0,0.4779868222592681,0.6985171840354767,0.40909090909090906
Improve discard handling for 'Docker::stop' and 'Docker::pull'.,3.0,0.4779868222592681,0.6985171840354767,0.40909090909090906
Allow newline characters when decoding base64 strings in stout.,2.0,0.16142057632769707,0.28471452328159647,0.14772727272727273
Enhance V1 scheduler send API to receive sync response from Master,3.0,0.16142057632769707,0.28471452328159647,0.14772727272727273
